상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,대지구분명,지번본번지,지번주소,도로명,건물본번지,도로명주소,경도,위도
새마을반점,음식,중식,중국음식/중국집,부산광역시,부산진구,부암3동,부암동,대지,595,부산광역시 부산진구 부암동 595-21,부산광역시 부산진구 용사촌로,21,부산광역시 부산진구 용사촌로 21,129.033478944125,35.1726200050969
롯데JTB,생활서비스,광고/인쇄,인쇄종합,부산광역시,해운대구,우2동,우동,대지,1496,부산광역시 해운대구 우동 1496,부산광역시 해운대구 센텀남대로,59,부산광역시 해운대구 센텀남대로 59,129.131099324358,35.1698729034813
대림24시대중탕찜질방,생활서비스,대중목욕탕/휴게,목욕업-찜질방,부산광역시,사상구,엄궁동,엄궁동,대지,645,부산광역시 사상구 엄궁동 645-8,부산광역시 사상구 강변대로532번길,94,부산광역시 사상구 강변대로532번길 94,128.969249448112,35.1302262257068
이브자리,소매,의복의류,섬유/직물/주단,부산광역시,해운대구,좌1동,좌동,대지,395,부산광역시 해운대구 좌동 395-3,부산광역시 해운대구 좌동로,104,부산광역시 해운대구 좌동로 104,129.176366977623,35.1727227666899
로터스영어학원,학문/교육,학원-어학,학원-외국어/어학,부산광역시,부산진구,양정1동,양정동,대지,370,부산광역시 부산진구 양정동 370-4,부산광역시 부산진구 동평로,416,부산광역시 부산진구 동평로 416,129.070140489389,35.1731219291273
SKY영어수학학원,학문/교육,학원-어학,학원-외국어/어학,부산광역시,사상구,학장동,학장동,대지,797,부산광역시 사상구 학장동 797-17,부산광역시 사상구 대동로,85,부산광역시 사상구 대동로 85,128.977504854241,35.137930021311
산오징어물회,음식,한식,한식/백반/한정식,부산광역시,해운대구,좌3동,좌동,대지,1356,부산광역시 해운대구 좌동 1356-7,부산광역시 해운대구 좌동순환로15번길,17,부산광역시 해운대구 좌동순환로15번길 17,129.165617354689,35.1671660249496
백경,음식,유흥주점,룸살롱/단란주점,부산광역시,부산진구,부전1동,부전동,대지,117,부산광역시 부산진구 부전동 117-6,부산광역시 부산진구 서전로9번길,14,부산광역시 부산진구 서전로9번길 14,129.060838621229,35.1584750231306
경성횟집,음식,일식/수산물,횟집,부산광역시,사하구,괴정3동,괴정동,대지,268,부산광역시 사하구 괴정동 268-16,부산광역시 사하구 낙동대로179번길,2,부산광역시 사하구 낙동대로179번길 2,128.996854492841,35.1013196290885
다대포한의원,의료,병원,한의원,부산광역시,사하구,다대1동,다대동,대지,382,부산광역시 사하구 다대동 382-7,부산광역시 사하구 다대로,613,부산광역시 사하구 다대로 613,128.97120623241,35.0519140628278
피씨일일구,관광/여가/오락,PC/오락/당구/볼링등,인터넷PC방,부산광역시,해운대구,반여1동,반여동,대지,1403,부산광역시 해운대구 반여동 1403-83,부산광역시 해운대구 선수촌로,36,부산광역시 해운대구 선수촌로 36-1,129.118785548525,35.1973171753273
캘리포니아치과,의료,병원,치과의원,부산광역시,사하구,다대2동,다대동,대지,63,부산광역시 사하구 다대동 63-16,부산광역시 사하구 다대로429번길,5,부산광역시 사하구 다대로429번길 5,128.980300742763,35.0644426857475
구두수선실,생활서비스,개인/가정용품수리,가방구두수전,부산광역시,부산진구,부전2동,부전동,대지,503,부산광역시 부산진구 부전동 503-15,부산광역시 부산진구 가야대로,772,부산광역시 부산진구 가야대로 772,129.056437700996,35.1568098468641
하린플라워,소매,선물/팬시/기념품,꽃집/꽃배달,부산광역시,부산진구,전포2동,전포동,대지,660,부산광역시 부산진구 전포동 660-1,부산광역시 부산진구 동천로,116,부산광역시 부산진구 동천로 116,129.062657411432,35.1590720300884
요술가위,생활서비스,이/미용/건강,여성미용실,부산광역시,부산진구,부암3동,부암동,대지,345,부산광역시 부산진구 부암동 345-31,부산광역시 부산진구 백양순환로,159,부산광역시 부산진구 백양순환로 159-2,129.041645159929,35.1664927007514
화장품나라,소매,화장품소매,화장품판매점,부산광역시,사상구,학장동,학장동,대지,611,부산광역시 사상구 학장동 611-4,부산광역시 사상구 대동로,159,부산광역시 사상구 대동로 159,128.983473844492,35.1415414196416
장산길행복마을북카페,음식,커피점/카페,커피전문점/카페/다방,부산광역시,해운대구,반송1동,반송동,대지,723,부산광역시 해운대구 반송동 723-35,부산광역시 해운대구 아랫반송로26번길,25,부산광역시 해운대구 아랫반송로26번길 25-4,129.14788800718,35.2248161749375
꾸바꾸바,음식,닭/오리요리,후라이드/양념치킨,부산광역시,부산진구,당감1동,당감동,대지,319,부산광역시 부산진구 당감동 319-4,부산광역시 부산진구 당감로64번길,16,부산광역시 부산진구 당감로64번길 16,129.039759881009,35.1675725404317
테라스,생활서비스,이/미용/건강,발/네일케어,부산광역시,해운대구,우2동,우동,대지,1488,부산광역시 해운대구 우동 1488,부산광역시 해운대구 센텀동로,25,부산광역시 해운대구 센텀동로 25,129.131457070193,35.1719247156101
마인드맵전문교육원,생활서비스,광고/인쇄,인쇄종합,부산광역시,해운대구,좌2동,좌동,대지,1443,부산광역시 해운대구 좌동 1443-4,부산광역시 해운대구 좌동순환로,305,부산광역시 해운대구 좌동순환로 305,129.183293213665,35.1688875449045
GS25,소매,종합소매점,편의점,부산광역시,사상구,괘법동,괘법동,대지,820,부산광역시 사상구 괘법동 820-5,부산광역시 사상구 사상로,248,부산광역시 사상구 사상로 248,128.982538380049,35.1668783499723
서면속내과의원,의료,병원,내과/외과,부산광역시,부산진구,부전1동,부전동,대지,266,부산광역시 부산진구 부전동 266-3,부산광역시 부산진구 새싹로8번길,30,부산광역시 부산진구 새싹로8번길 30,129.059831888452,35.1595564906337
SAMPLERB,음식,한식,한식/백반/한정식,부산광역시,사하구,다대2동,다대동,대지,1582,부산광역시 사하구 다대동 1582-4,부산광역시 사하구 다송로72번길,51,부산광역시 사하구 다송로72번길 51,128.981531336492,35.0600879207513
폰껍데기,소매,가방/신발/액세서리,액세서리판매,부산광역시,부산진구,부전2동,부전동,대지,190,부산광역시 부산진구 부전동 190-2,부산광역시 부산진구 서전로10번길,71,부산광역시 부산진구 서전로10번길 71,129.059999574193,35.1547145471701
네일파트너,생활서비스,이/미용/건강,발/네일케어,부산광역시,부산진구,전포1동,전포동,대지,683,부산광역시 부산진구 전포동 683-11,부산광역시 부산진구 동천로,70,부산광역시 부산진구 동천로 70,129.062746982037,35.1549879386388
오븐속닥,음식,닭/오리요리,후라이드/양념치킨,부산광역시,사하구,하단1동,하단동,대지,67,부산광역시 사하구 하단동 67-3,부산광역시 사하구 괴정로,55,부산광역시 사하구 괴정로 55,128.97030358984,35.1025355913354
영남이삿짐센타,생활서비스,운송/배달/택배,종합이삿짐대행,부산광역시,사상구,학장동,학장동,대지,288,부산광역시 사상구 학장동 288-2,부산광역시 사상구 학장로,273,부산광역시 사상구 학장로 273,128.995403956381,35.1470867754704
유홍숙부동산,부동산,부동산중개,부동산중개,부산광역시,사상구,주례1동,주례동,대지,692,부산광역시 사상구 주례동 692-32,부산광역시 사상구 가야대로,227,부산광역시 사상구 가야대로 227,128.997528930917,35.1503503945453
정글방방,학문/교육,학원기타,학원(종합),부산광역시,해운대구,반여1동,반여동,대지,1217,부산광역시 해운대구 반여동 1217-16,부산광역시 해운대구 선수촌로,109,부산광역시 해운대구 선수촌로 109-1,129.119662914684,35.2036367532265
원목씽크,소매,가구소매,일반가구소매,부산광역시,부산진구,당감4동,당감동,대지,356,부산광역시 부산진구 당감동 356-1,부산광역시 부산진구 동평로55번길,7,부산광역시 부산진구 동평로55번길 7,129.035683006251,35.1654982041733
강남노래주점,음식,유흥주점,빠/카페/스탠드빠,부산광역시,부산진구,부전1동,부전동,대지,474,부산광역시 부산진구 부전동 474-92,부산광역시 부산진구 부전로96번길,29,부산광역시 부산진구 부전로96번길 29,129.056364564357,35.1587935481182
존덴마크코리아,소매,종합소매점,생활용품판매,부산광역시,부산진구,개금3동,개금동,대지,1,부산광역시 부산진구 개금동 1-8,부산광역시 부산진구 백양관문로77번길,99,부산광역시 부산진구 백양관문로77번길 99,129.025854745995,35.1625621584819
갤러리안경,소매,사진/광학/정밀기기소매,안경원,부산광역시,사하구,하단1동,하단동,대지,618,부산광역시 사하구 하단동 618-3,부산광역시 사하구 낙동대로,453,부산광역시 사하구 낙동대로 453,128.96894261176,35.1052416877589
참소망연합의원,의료,병원,기타병원,부산광역시,사상구,주례3동,주례동,대지,1163,부산광역시 사상구 주례동 1163-9,부산광역시 사상구 가야대로,300,부산광역시 사상구 가야대로 300,129.00548680502,35.150437855756
호연한의원,의료,병원,한의원,부산광역시,사상구,엄궁동,엄궁동,대지,407,부산광역시 사상구 엄궁동 407-12,부산광역시 사상구 낙동대로,752,부산광역시 사상구 낙동대로 752-1,128.9702794823,35.1282619353641
소정의료기,소매,의약/의료품소매,의료용품소매,부산광역시,해운대구,반여2동,반여동,대지,1291,부산광역시 해운대구 반여동 1291-1026,부산광역시 해운대구 해운대로61번길,110,부산광역시 해운대구 해운대로61번길 110-1,129.130322141088,35.1946140650414
비추미안경,소매,사진/광학/정밀기기소매,안경원,부산광역시,부산진구,부암3동,부암동,대지,506,부산광역시 부산진구 부암동 506-5,부산광역시 부산진구 당감서로,92,부산광역시 부산진구 당감서로 92-3,129.036458861156,35.1686825002974
CGV대한,관광/여가/오락,연극/영화/극장,연극/음악/예술관련기타,부산광역시,부산진구,부전2동,부전동,대지,205,부산광역시 부산진구 부전동 205-2,부산광역시 부산진구 중앙대로692번길,16,부산광역시 부산진구 중앙대로692번길 16,129.060157872915,35.1542264101053
부산전기조명철물,소매,철물/난방/건설자재소매,철물/건설자재소매,부산광역시,해운대구,좌3동,좌동,대지,1274,부산광역시 해운대구 좌동 1274,부산광역시 해운대구 대천로,56,부산광역시 해운대구 대천로 56,129.171304510782,35.1726005646526
함양옻닭,음식,닭/오리요리,옻닭전문,부산광역시,사하구,당리동,당리동,대지,17,부산광역시 사하구 당리동 17-2,부산광역시 사하구 제석로,127,부산광역시 사하구 제석로 127,128.979475216383,35.1100336630801
동원횟집,음식,일식/수산물,횟집,부산광역시,해운대구,재송1동,재송동,대지,1093,부산광역시 해운대구 재송동 1093-32,부산광역시 해운대구 해운대로143번길,27,부산광역시 해운대구 해운대로143번길 27-6,129.122568994922,35.1849783101665
은하수,생활서비스,이/미용/건강,여성미용실,부산광역시,해운대구,반여3동,반여동,대지,1596,부산광역시 해운대구 반여동 1596-25,부산광역시 해운대구 재반로242번길,29,부산광역시 해운대구 재반로242번길 29-17,129.132906811396,35.1988714625925
진탕제원,소매,건강/미용식품,건강원,부산광역시,사하구,괴정3동,괴정동,대지,432,부산광역시 사하구 괴정동 432-37,부산광역시 사하구 사리로27번길,73,부산광역시 사하구 사리로27번길 73,128.995726519808,35.1005627026239
엘비케이,부동산,부동산중개,부동산중개,부산광역시,부산진구,전포2동,전포동,대지,660,부산광역시 부산진구 전포동 660-1,부산광역시 부산진구 동천로,116,부산광역시 부산진구 동천로 116,129.062657411432,35.1590720300884
언니쓰뷰티,생활서비스,이/미용/건강,여성미용실,부산광역시,부산진구,부전2동,부전동,대지,155,부산광역시 부산진구 부전동 155-6,부산광역시 부산진구 중앙대로,726,부산광역시 부산진구 중앙대로 726,129.059991451372,35.1574728790077
백양가스,소매,기타판매업,LPG판매,부산광역시,부산진구,초읍동,초읍동,대지,308,부산광역시 부산진구 초읍동 308-1,부산광역시 부산진구 월드컵대로472번길,38,부산광역시 부산진구 월드컵대로472번길 38,129.049224969429,35.1840224338889
영텔레콤,소매,가전제품소매,전화기판매,부산광역시,사상구,엄궁동,엄궁동,대지,465,부산광역시 사상구 엄궁동 465-13,부산광역시 사상구 엄궁북로,21,부산광역시 사상구 엄궁북로 21,128.972763839798,35.1286566672517
나나,생활서비스,이/미용/건강,여성미용실,부산광역시,사하구,하단1동,하단동,대지,416,부산광역시 사하구 하단동 416-2,부산광역시 사하구 괴정로25번길,11,부산광역시 사하구 괴정로25번길 11,128.967437246329,35.1040908925714
피부관리실미인,생활서비스,이/미용/건강,비만/피부관리,부산광역시,부산진구,범천1동,범천동,대지,878,부산광역시 부산진구 범천동 878-9,부산광역시 부산진구 범일로,175,부산광역시 부산진구 범일로 175,129.058905401412,35.1456560977373
더블유엠에프,생활서비스,광고/인쇄,인쇄종합,부산광역시,부산진구,부전2동,부전동,대지,503,부산광역시 부산진구 부전동 503-15,부산광역시 부산진구 가야대로,772,부산광역시 부산진구 가야대로 772,129.056437700996,35.1568098468641
대끼리,음식,유흥주점,호프/맥주,부산광역시,해운대구,중1동,중동,대지,181,부산광역시 해운대구 중동 181-1,부산광역시 해운대구 좌동로63번길,46,부산광역시 해운대구 좌동로63번길 46,129.172461491114,35.1713725102978
오땡큐,생활서비스,광고/인쇄,인쇄종합,부산광역시,사상구,주례3동,주례동,대지,506,부산광역시 사상구 주례동 506,부산광역시 사상구 가야대로,288,부산광역시 사상구 가야대로 288,129.004131714741,35.150016421977
데이지,음식,제과제빵떡케익,제과점,부산광역시,해운대구,우1동,우동,대지,449,부산광역시 해운대구 우동 449-3,부산광역시 해운대구 우동1로20번가길,31,부산광역시 해운대구 우동1로20번가길 31,129.158392799339,35.1662708494835
백구상회,의료,수의업,동물병원,부산광역시,해운대구,중1동,중동,대지,1394,부산광역시 해운대구 중동 1394-286,부산광역시 해운대구 해운대해변로,291,부산광역시 해운대구 해운대해변로 291,129.162496426364,35.1607511438583
포헤어의원,생활서비스,이/미용/건강,여성미용실,부산광역시,해운대구,우2동,우동,대지,1518,부산광역시 해운대구 우동 1518,부산광역시 해운대구 센텀2로,10,부산광역시 해운대구 센텀2로 10,129.131543320869,35.1678496582993
킨록바이킨록앤더슨,생활서비스,광고/인쇄,인쇄종합,부산광역시,해운대구,우2동,우동,대지,1496,부산광역시 해운대구 우동 1496,부산광역시 해운대구 센텀남대로,59,부산광역시 해운대구 센텀남대로 59,129.131099324358,35.1698729034813
파파야,소매,의복의류,여성의류전문점,부산광역시,해운대구,우2동,우동,대지,1495,부산광역시 해운대구 우동 1495,부산광역시 해운대구 센텀남대로,35,부산광역시 해운대구 센텀남대로 35,129.129106584707,35.1686565992762
젠PC방마린점,관광/여가/오락,PC/오락/당구/볼링등,인터넷PC방,부산광역시,해운대구,우1동,우동,대지,1359,부산광역시 해운대구 우동 1359,부산광역시 해운대구 해운대해변로265번길,13,부산광역시 해운대구 해운대해변로265번길 13,129.160849980355,35.1607489040691
대림철물,소매,철물/난방/건설자재소매,철물/건설자재소매,부산광역시,사상구,학장동,학장동,대지,167,부산광역시 사상구 학장동 167-3,부산광역시 사상구 학감대로49번길,56,부산광역시 사상구 학감대로49번길 56,128.992719037353,35.1356519953629
GS25,소매,종합소매점,편의점,부산광역시,해운대구,좌1동,좌동,대지,1459,부산광역시 해운대구 좌동 1459-2,부산광역시 해운대구 해운대로,789,부산광역시 해운대구 해운대로 789,129.174935359791,35.1693564932958
이정은스킨앤바디,생활서비스,이/미용/건강,비만/피부관리,부산광역시,사하구,신평2동,신평동,대지,589,부산광역시 사하구 신평동 589-5,부산광역시 사하구 하신번영로,195,부산광역시 사하구 하신번영로 195,128.958973594896,35.098830802626
삼성식육점,소매,음/식료품소매,육류소매,부산광역시,해운대구,반여1동,반여동,대지,559,부산광역시 해운대구 반여동 559,부산광역시 해운대구 수영강변대로,626,부산광역시 해운대구 수영강변대로 626,129.120952257256,35.215946667245
스킨몰,생활서비스,이/미용/건강,비만/피부관리,부산광역시,부산진구,양정1동,양정동,대지,511,부산광역시 부산진구 양정동 511-3,부산광역시 부산진구 동평로,350,부산광역시 부산진구 동평로 350,129.063231726733,35.1745258389481
녹산채소,소매,음/식료품소매,청과물소매,부산광역시,사하구,괴정3동,괴정동,대지,433,부산광역시 사하구 괴정동 433-8,부산광역시 사하구 사하로198번길,43,부산광역시 사하구 사하로198번길 43,128.995865913698,35.1003001498017
보디가드,소매,의복의류,셔츠/내의/속옷,부산광역시,사상구,모라1동,모라동,대지,648,부산광역시 사상구 모라동 648-5,부산광역시 사상구 모라로51번길,41,부산광역시 사상구 모라로51번길 41,128.988377571748,35.1913127624708
휴대폰싸게사는집,소매,가전제품소매,전화기판매,부산광역시,부산진구,부전1동,부전동,대지,405,부산광역시 부산진구 부전동 405-22,부산광역시 부산진구 부전로,121,부산광역시 부산진구 부전로 121-4,129.055065950203,35.161076372918
마이더스,음식,유흥주점,룸살롱/단란주점,부산광역시,사하구,하단1동,하단동,대지,1168,부산광역시 사하구 하단동 1168,부산광역시 사하구 하신번영로,256,부산광역시 사하구 하신번영로 256,128.958714222456,35.1038446930406
호성인력,생활서비스,인력/고용/용역알선,인력공급/고용알선,부산광역시,부산진구,당감1동,당감동,대지,814,부산광역시 부산진구 당감동 814-26,부산광역시 부산진구 동평로116번길,18,부산광역시 부산진구 동평로116번길 18,129.042320880539,35.1652519805515
진보광학,소매,사진/광학/정밀기기소매,안경원,부산광역시,부산진구,부암3동,부암동,대지,725,부산광역시 부산진구 부암동 725,부산광역시 부산진구 백양산로,57,부산광역시 부산진구 백양산로 57,129.029929533954,35.1749487877452
김중규의원,의료,병원,기타병원,부산광역시,해운대구,재송2동,재송동,대지,1152,부산광역시 해운대구 재송동 1152-9,부산광역시 해운대구 재송2로,31,부산광역시 해운대구 재송2로 31,129.130345577016,35.1923423691191
야베스의류,소매,의복의류,일반의류,부산광역시,해운대구,우2동,우동,대지,1228,부산광역시 해운대구 우동 1228,부산광역시 해운대구 해운대로,284,부산광역시 해운대구 해운대로 284,129.130900673308,35.1745529351689
부부식당,음식,한식,한식/백반/한정식,부산광역시,부산진구,부전2동,부전동,대지,232,부산광역시 부산진구 부전동 232-25,부산광역시 부산진구 중앙대로,671,부산광역시 부산진구 중앙대로 671-1,129.058766376751,35.1527152239258
충무공업사,소매,종합소매점,종합소매,부산광역시,사하구,하단2동,하단동,대지,487,부산광역시 사하구 하단동 487-6,부산광역시 사하구 낙동대로535번길,28,부산광역시 사하구 낙동대로535번길 28,128.962994308505,35.1114997870911
하늘체리모델링,생활서비스,주택수리,주택수리종합,부산광역시,사상구,괘법동,괘법동,대지,378,부산광역시 사상구 괘법동 378-1,부산광역시 사상구 사상로224번길,50,부산광역시 사상구 사상로224번길 50,128.985983436207,35.1658227655824
가나안열쇠.도장전문점,소매,가정/주방/인테리어,유리/페인트/철물건축자재,부산광역시,사하구,괴정2동,괴정동,대지,306,부산광역시 사하구 괴정동 306-1,부산광역시 사하구 사리로,28,부산광역시 사하구 사리로 28,128.999237160595,35.102426772636
선우부동산,부동산,부동산중개,부동산중개,부산광역시,부산진구,가야2동,가야동,대지,136,부산광역시 부산진구 가야동 136-74,부산광역시 부산진구 가야대로,521,부산광역시 부산진구 가야대로 521,129.028937791717,35.1537383958919
한진세탁공장,생활서비스,세탁/가사서비스,세탁소/빨래방,부산광역시,부산진구,가야1동,가야동,대지,385,부산광역시 부산진구 가야동 385,부산광역시 부산진구 엄광로,263,부산광역시 부산진구 엄광로 263-6,129.038933293628,35.1543651997837
가우리매운갈비찜구이.전골전문점,음식,한식,갈비/삼겹살,부산광역시,사하구,하단2동,하단동,대지,505,부산광역시 사하구 하단동 505-12,부산광역시 사하구 낙동남로1423번길,70,부산광역시 사하구 낙동남로1423번길 70-1,128.965637797774,35.1096218584049
경호강어탕,음식,한식,한식/백반/한정식,부산광역시,해운대구,재송1동,재송동,대지,1094,부산광역시 해운대구 재송동 1094-11,부산광역시 해운대구 해운대로143번길,7,부산광역시 해운대구 해운대로143번길 7,129.12161968518,35.1846085251066
점프셈교실,생활서비스,광고/인쇄,인쇄종합,부산광역시,해운대구,우2동,우동,대지,1498,부산광역시 해운대구 우동 1498,부산광역시 해운대구 센텀동로,9,부산광역시 해운대구 센텀동로 9,129.132482667416,35.1698870198936
맛있는순두부,음식,한식,순두부전문,부산광역시,해운대구,우2동,우동,대지,1516,부산광역시 해운대구 우동 1516,부산광역시 해운대구 센텀2로,20,부산광역시 해운대구 센텀2로 20,129.132061409074,35.1672138493131
롭스센텀시티점,소매,화장품소매,화장품판매점,부산광역시,해운대구,우2동,우동,대지,1498,부산광역시 해운대구 우동 1498,부산광역시 해운대구 센텀동로,9,부산광역시 해운대구 센텀동로 9,129.132482667416,35.1698870198936
만우고깃집,음식,한식,기타고기요리,부산광역시,부산진구,가야2동,가야동,대지,603,부산광역시 부산진구 가야동 603-58,부산광역시 부산진구 가야공원로,48,부산광역시 부산진구 가야공원로 48-3,129.029614130238,35.1490544047595
시호비전,생활서비스,광고/인쇄,인쇄종합,부산광역시,해운대구,우2동,우동,대지,1499,부산광역시 해운대구 우동 1499,부산광역시 해운대구 센텀동로,6,부산광역시 해운대구 센텀동로 6,129.133715633542,35.1709301043966
일미각,음식,중식,중국음식/중국집,부산광역시,사하구,신평1동,신평동,대지,7,부산광역시 사하구 신평동 7,부산광역시 사하구 장평로,311,부산광역시 사하구 장평로 311,128.9740302478,35.0940144359953
타이어프로,소매,자동차/자동차용품,타이어판매,부산광역시,부산진구,부암1동,부암동,대지,98,부산광역시 부산진구 부암동 98-9,부산광역시 부산진구 새싹로,73,부산광역시 부산진구 새싹로 73,129.054077714352,35.1635998592306
장터보신탕,음식,별식/퓨전요리,사철탕전문,부산광역시,사하구,괴정3동,괴정동,대지,1025,부산광역시 사하구 괴정동 1025-17,부산광역시 사하구 회화나무길,89,부산광역시 사하구 회화나무길 89,128.993146256538,35.1012418933094
큰길슈퍼,소매,종합소매점,수퍼마켓,부산광역시,부산진구,당감1동,당감동,대지,368,부산광역시 부산진구 당감동 368-6,부산광역시 부산진구 동평로,41,부산광역시 부산진구 동평로 41,129.034195695154,35.1650692276659
조양생고기자갈숯불구이,음식,한식,갈비/삼겹살,부산광역시,사상구,모라1동,모라동,대지,1347,부산광역시 사상구 모라동 1347-1,부산광역시 사상구 백양대로,947,부산광역시 사상구 백양대로 947,128.991611653817,35.1908897115428
변우설민미용실,생활서비스,이/미용/건강,여성미용실,부산광역시,부산진구,양정1동,양정동,대지,353,부산광역시 부산진구 양정동 353-7,부산광역시 부산진구 중앙대로,904,부산광역시 부산진구 중앙대로 904,129.069979131438,35.1708608678816
황금알부동산,부동산,부동산중개,부동산중개,부산광역시,해운대구,반여1동,반여동,대지,1399,부산광역시 해운대구 반여동 1399-3,부산광역시 해운대구 반여로41번길,54,부산광역시 해운대구 반여로41번길 54,129.118997252543,35.1975405642984
우니운샵,생활서비스,광고/인쇄,인쇄종합,부산광역시,부산진구,부전2동,부전동,대지,503,부산광역시 부산진구 부전동 503-15,부산광역시 부산진구 가야대로,772,부산광역시 부산진구 가야대로 772,129.056437700996,35.1568098468641
김샘학원,학문/교육,학원-보습교습입시,학원-입시,부산광역시,부산진구,개금1동,개금동,대지,540,부산광역시 부산진구 개금동 540-257,부산광역시 부산진구 엄광로,57,부산광역시 부산진구 엄광로 57-2,129.022667358141,35.1481938105498
스타벅스을숙도강변DT점,음식,커피점/카페,커피전문점/카페/다방,부산광역시,사하구,하단2동,하단동,대지,1157,부산광역시 사하구 하단동 1157-17,부산광역시 사하구 하신번영로,381,부산광역시 사하구 하신번영로 381-6,128.959639977562,35.1154475120822
무위도식,음식,한식,한식/백반/한정식,부산광역시,해운대구,반여1동,반여동,대지,1441,부산광역시 해운대구 반여동 1441-32,부산광역시 해운대구 선수촌로78번길,10,부산광역시 해운대구 선수촌로78번길 10,129.119612474484,35.2007618184209
보성상회,소매,음/식료품소매,식료품점,부산광역시,부산진구,전포2동,전포동,대지,665,부산광역시 부산진구 전포동 665-17,부산광역시 부산진구 서전로47번길,16,부산광역시 부산진구 서전로47번길 16,129.064890149689,35.1585837018285
한국카정비,생활서비스,자동차/이륜차,자동차정비/카센타,부산광역시,사상구,주례1동,주례동,대지,685,부산광역시 사상구 주례동 685-26,부산광역시 사상구 사상로,71,부산광역시 사상구 사상로 71,128.993107164788,35.1540554126272
건설페인트,소매,페인트/유리제품소매,도료염료,부산광역시,부산진구,부전2동,부전동,대지,157,부산광역시 부산진구 부전동 157-12,부산광역시 부산진구 중앙대로,720,부산광역시 부산진구 중앙대로 720,129.059382710446,35.157081590832
azAaz헤어토탈뷰티라운지,생활서비스,이/미용/건강,여성미용실,부산광역시,부산진구,범천1동,범천동,대지,846,부산광역시 부산진구 범천동 846-19,부산광역시 부산진구 범일로,146,부산광역시 부산진구 범일로 146-1,129.059607763149,35.143117040289
티바두마리치킨&59쌀피자,음식,닭/오리요리,후라이드/양념치킨,부산광역시,해운대구,반여1동,반여동,대지,1011,부산광역시 해운대구 반여동 1011-4,부산광역시 해운대구 반여로155번길,17,부산광역시 해운대구 반여로155번길 17-4,129.124751152443,35.2054915043192
동진테크,소매,사무/문구/컴퓨터,컴퓨터/주변기기,부산광역시,사상구,엄궁동,엄궁동,대지,1,부산광역시 사상구 엄궁동 1-9,부산광역시 사상구 대동로,62,부산광역시 사상구 대동로 62,128.975911628263,35.1359147049614
한신포차,음식,유흥주점,기타일반유흥주점,부산광역시,사상구,괘법동,괘법동,대지,535,부산광역시 사상구 괘법동 535-13,부산광역시 사상구 사상로202번길,5,부산광역시 사상구 사상로202번길 5,128.984593635531,35.1634453635459
커피플러스,음식,커피점/카페,커피전문점/카페/다방,부산광역시,부산진구,부전2동,부전동,대지,573,부산광역시 부산진구 부전동 573-1,부산광역시 부산진구 중앙대로,717,부산광역시 부산진구 중앙대로 717,129.05916145521,35.1552536985683
에티오피아,음식,양식,정통양식/경양식,부산광역시,부산진구,부전2동,부전동,대지,223,부산광역시 부산진구 부전동 223-1,부산광역시 부산진구 동천로,59,부산광역시 부산진구 동천로 59,129.062152932648,35.1540376719934
원조즉석두부,소매,음/식료품소매,식료품점,부산광역시,해운대구,반여2동,반여동,대지,1291,부산광역시 해운대구 반여동 1291-889,부산광역시 해운대구 재반로211번길,25,부산광역시 해운대구 재반로211번길 25,129.129311419032,35.1961648542103
동네주차장,생활서비스,자동차/이륜차,주차장운영,부산광역시,사하구,하단2동,하단동,대지,515,부산광역시 사하구 하단동 515-3,부산광역시 사하구 낙동남로1389번길,12,부산광역시 사하구 낙동남로1389번길 12,128.963865268329,35.1072111757818
알뜰폰,소매,사진/광학/정밀기기소매,핸드폰소매,부산광역시,부산진구,양정1동,양정동,대지,285,부산광역시 부산진구 양정동 285-16,부산광역시 부산진구 해맞이로,9,부산광역시 부산진구 해맞이로 9,129.06619919797,35.1756264911778
성한,소매,철물/난방/건설자재소매,태양열온수기판매,부산광역시,사상구,학장동,학장동,대지,173,부산광역시 사상구 학장동 173-16,부산광역시 사상구 학감대로,62,부산광역시 사상구 학감대로 62,128.993623813227,35.1387724437304
호희상회,소매,가방/신발/액세서리,양품점,부산광역시,해운대구,우3동,우동,대지,1435,부산광역시 해운대구 우동 1435-3,부산광역시 해운대구 마린시티3로,37,부산광역시 해운대구 마린시티3로 37,129.146627659077,35.1554670378776
호식이두마리치킨,음식,닭/오리요리,후라이드/양념치킨,부산광역시,사하구,하단2동,하단동,대지,500,부산광역시 사하구 하단동 500-70,부산광역시 사하구 낙동대로519번길,30,부산광역시 사하구 낙동대로519번길 30,128.963740324532,35.1105744223377
비비컨츄리,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,부산광역시,사상구,모라1동,모라동,대지,1338,부산광역시 사상구 모라동 1338-4,부산광역시 사상구 백양대로,963,부산광역시 사상구 백양대로 963,128.992219984572,35.1921556941808
한양족발,음식,한식,족발/보쌈전문,부산광역시,사상구,엄궁동,엄궁동,대지,468,부산광역시 사상구 엄궁동 468-1,부산광역시 사상구 낙동대로,764,부산광역시 사상구 낙동대로 764,128.971241657282,35.1289032402175
정순우부동산,부동산,부동산중개,부동산중개,부산광역시,해운대구,재송1동,재송동,대지,550,부산광역시 해운대구 재송동 550-2,부산광역시 해운대구 해운대로191번길,30,부산광역시 해운대구 해운대로191번길 30,129.125439564398,35.1813551554864
